-------------------------------------
Boss DS-330 Memory dump
-------------------------------------
SystemParams Zone 0x100000 (packed: 0x400000) 0x000080 (packed: 0x000100) BYTES
-------------------------------------
0x100000 (packed: 0x400000)=00040000        SystemParams Zone/SystemParams/Tune
0x100902 (packed: 0x401202)=01              PatchParams Zone/block[2]/PatchParams/Channel
0x100903 (packed: 0x401203)=01 On           PatchParams Zone/block[2]/PatchParams/Rx Pitch Bend
0x100904 (packed: 0x401204)=01 On           PatchParams Zone/block[2]/PatchParams/Rx Channel Aftertouch
0x100905 (packed: 0x401205)=01 On           PatchParams Zone/block[2]/PatchParams/Rx Prorgram Change
0x100906 (packed: 0x401206)=01 On           PatchParams Zone/block[2]/PatchParams/Rx Command Change
0x100907 (packed: 0x401207)=01 On           PatchParams Zone/block[2]/PatchParams/Rx Polyphonic Aftertouch
0x100908 (packed: 0x401208)=01 On           PatchParams Zone/block[2]/PatchParams/Rx Note Message
0x100909 (packed: 0x401209)=01 On           PatchParams Zone/block[2]/PatchParams/Rx RPN
0x10090A (packed: 0x40120A)=01 On           PatchParams Zone/block[2]/PatchParams/Rx NRPN
0x10090B (packed: 0x40120B)=01 On           PatchParams Zone/block[2]/PatchParams/Rx Modulation
0x10090C (packed: 0x40120C)=01 On           PatchParams Zone/block[2]/PatchParams/Rx Volume
0x10090D (packed: 0x40120D)=01 On           PatchParams Zone/block[2]/PatchParams/Rx Panning
0x10090E (packed: 0x40120E)=01 On           PatchParams Zone/block[2]/PatchParams/Rx Expression
0x10090F (packed: 0x40120F)=01 On           PatchParams Zone/block[2]/PatchParams/Rx Sustain
0x100910 (packed: 0x401210)=01 On           PatchParams Zone/block[2]/PatchParams/Rx Portamento
0x100911 (packed: 0x401211)=01 On           PatchParams Zone/block[2]/PatchParams/Rx Sostenuto
0x100912 (packed: 0x401212)=01 On           PatchParams Zone/block[2]/PatchParams/Rx Soft Pedal
0x100913 (packed: 0x401213)=01              PatchParams Zone/block[2]/PatchParams/Mono Poly Mode
0x100914 (packed: 0x401214)=01              PatchParams Zone/block[2]/PatchParams/Assignation Mode
0x100915 (packed: 0x401215)=00              PatchParams Zone/block[2]/PatchParams/Drum Map
0x100916 (packed: 0x401216)=40              PatchParams Zone/block[2]/PatchParams/Pitch Coarse
0x100917 (packed: 0x401217)=0800            PatchParams Zone/block[2]/PatchParams/Pitch Fine
0x100919 (packed: 0x401219)=64              PatchParams Zone/block[2]/PatchParams/Level
0x10091A (packed: 0x40121A)=40              PatchParams Zone/block[2]/PatchParams/Velocity
0x10091B (packed: 0x40121B)=40              PatchParams Zone/block[2]/PatchParams/Velocity Shift
0x10091C (packed: 0x40121C)=40              PatchParams Zone/block[2]/PatchParams/Panning
0x10091D (packed: 0x40121D)=00              PatchParams Zone/block[2]/PatchParams/Note range low
0x10091E (packed: 0x40121E)=7F              PatchParams Zone/block[2]/PatchParams/Note range high
0x10091F (packed: 0x40121F)=10              PatchParams Zone/block[2]/PatchParams/CC1
0x100920 (packed: 0x401220)=11              PatchParams Zone/block[2]/PatchParams/CC2
0x100921 (packed: 0x401221)=00              PatchParams Zone/block[2]/PatchParams/Chorus Level
0x100922 (packed: 0x401222)=28              PatchParams Zone/block[2]/PatchParams/Reverb Level
0x100923 (packed: 0x401223)=00              PatchParams Zone/block[2]/PatchParams/[0]/reserved
0x100924 (packed: 0x401224)=00              PatchParams Zone/block[2]/PatchParams/[1]/reserved
0x100925 (packed: 0x401225)=00              PatchParams Zone/block[2]/PatchParams/[2]/reserved
0x100926 (packed: 0x401226)=00              PatchParams Zone/block[2]/PatchParams/[3]/reserved
0x100927 (packed: 0x401227)=00              PatchParams Zone/block[2]/PatchParams/[4]/reserved
0x100928 (packed: 0x401228)=00              PatchParams Zone/block[2]/PatchParams/[5]/reserved
0x100929 (packed: 0x401229)=00              PatchParams Zone/block[2]/PatchParams/[6]/reserved
0x10092A (packed: 0x40122A)=00              PatchParams Zone/block[2]/PatchParams/[7]/reserved
0x10092B (packed: 0x40122B)=00              PatchParams Zone/block[2]/PatchParams/[8]/reserved
0x10092C (packed: 0x40122C)=00              PatchParams Zone/block[2]/PatchParams/[9]/reserved
0x10092D (packed: 0x40122D)=00              PatchParams Zone/block[2]/PatchParams/[10]/reserved
0x10092E (packed: 0x40122E)=00              PatchParams Zone/block[2]/PatchParams/[11]/reserved
0x10092F (packed: 0x40122F)=00              PatchParams Zone/block[2]/PatchParams/[12]/reserved
0x100930 (packed: 0x401230)=40              PatchParams Zone/block[2]/PatchParams/ToneParams/Vibrato Rate
0x100931 (packed: 0x401231)=40              PatchParams Zone/block[2]/PatchParams/ToneParams/Vibrato Depth
0x100932 (packed: 0x401232)=40              PatchParams Zone/block[2]/PatchParams/ToneParams/TVF Cutoff
0x100933 (packed: 0x401233)=40              PatchParams Zone/block[2]/PatchParams/ToneParams/TVF Resonance
0x100934 (packed: 0x401234)=40              PatchParams Zone/block[2]/PatchParams/ToneParams/Attack
0x100935 (packed: 0x401235)=40              PatchParams Zone/block[2]/PatchParams/ToneParams/Decay
0x100936 (packed: 0x401236)=40              PatchParams Zone/block[2]/PatchParams/ToneParams/Release
0x100937 (packed: 0x401237)=40              PatchParams Zone/block[2]/PatchParams/ToneParams/Vibrato Delay
0x100938 (packed: 0x401238)=00              PatchParams Zone/block[2]/PatchParams/[0]/reserved
0x100939 (packed: 0x401239)=00              PatchParams Zone/block[2]/PatchParams/[1]/reserved
0x10093A (packed: 0x40123A)=00              PatchParams Zone/block[2]/PatchParams/[2]/reserved
0x10093B (packed: 0x40123B)=00              PatchParams Zone/block[2]/PatchParams/[3]/reserved
0x10093C (packed: 0x40123C)=00              PatchParams Zone/block[2]/PatchParams/[4]/reserved
0x10093D (packed: 0x40123D)=00              PatchParams Zone/block[2]/PatchParams/[5]/reserved
0x10093E (packed: 0x40123E)=00              PatchParams Zone/block[2]/PatchParams/[6]/reserved
0x10093F (packed: 0x40123F)=00              PatchParams Zone/block[2]/PatchParams/[7]/reserved
0x100940 (packed: 0x401240)=404040404040404040404040 PatchParams Zone/block[2]/PatchParams/Fine Tune
0x100980 (packed: 0x401300)=0000            PatchParams Zone/block[3]/PatchParams/Tone Command and Program Change
0x100982 (packed: 0x401302)=02              PatchParams Zone/block[3]/PatchParams/Channel
0x100983 (packed: 0x401303)=01 On           PatchParams Zone/block[3]/PatchParams/Rx Pitch Bend
0x100984 (packed: 0x401304)=01 On           PatchParams Zone/block[3]/PatchParams/Rx Channel Aftertouch
0x100985 (packed: 0x401305)=01 On           PatchParams Zone/block[3]/PatchParams/Rx Prorgram Change
0x100986 (packed: 0x401306)=01 On           PatchParams Zone/block[3]/PatchParams/Rx Command Change
0x100987 (packed: 0x401307)=01 On           PatchParams Zone/block[3]/PatchParams/Rx Polyphonic Aftertouch
0x100988 (packed: 0x401308)=01 On           PatchParams Zone/block[3]/PatchParams/Rx Note Message
0x100989 (packed: 0x401309)=01 On           PatchParams Zone/block[3]/PatchParams/Rx RPN
0x10098A (packed: 0x40130A)=01 On           PatchParams Zone/block[3]/PatchParams/Rx NRPN
0x10098B (packed: 0x40130B)=01 On           PatchParams Zone/block[3]/PatchParams/Rx Modulation
0x10098C (packed: 0x40130C)=01 On           PatchParams Zone/block[3]/PatchParams/Rx Volume
0x10098D (packed: 0x40130D)=01 On           PatchParams Zone/block[3]/PatchParams/Rx Panning
0x10098E (packed: 0x40130E)=01 On           PatchParams Zone/block[3]/PatchParams/Rx Expression
0x10098F (packed: 0x40130F)=01 On           PatchParams Zone/block[3]/PatchParams/Rx Sustain
0x100990 (packed: 0x401310)=01 On           PatchParams Zone/block[3]/PatchParams/Rx Portamento
0x100991 (packed: 0x401311)=01 On           PatchParams Zone/block[3]/PatchParams/Rx Sostenuto
0x100992 (packed: 0x401312)=01 On           PatchParams Zone/block[3]/PatchParams/Rx Soft Pedal
0x100993 (packed: 0x401313)=01              PatchParams Zone/block[3]/PatchParams/Mono Poly Mode
0x100994 (packed: 0x401314)=01              PatchParams Zone/block[3]/PatchParams/Assignation Mode
0x100995 (packed: 0x401315)=00              PatchParams Zone/block[3]/PatchParams/Drum Map
0x100996 (packed: 0x401316)=40              PatchParams Zone/block[3]/PatchParams/Pitch Coarse
0x100997 (packed: 0x401317)=0800            PatchParams Zone/block[3]/PatchParams/Pitch Fine
0x100999 (packed: 0x401319)=64              PatchParams Zone/block[3]/PatchParams/Level
0x10099A (packed: 0x40131A)=40              PatchParams Zone/block[3]/PatchParams/Velocity
0x10099B (packed: 0x40131B)=40              PatchParams Zone/block[3]/PatchParams/Velocity Shift
0x10099C (packed: 0x40131C)=40              PatchParams Zone/block[3]/PatchParams/Panning
0x10099D (packed: 0x40131D)=00              PatchParams Zone/block[3]/PatchParams/Note range low
0x10099E (packed: 0x40131E)=7F              PatchParams Zone/block[3]/PatchParams/Note range high
0x10099F (packed: 0x40131F)=10              PatchParams Zone/block[3]/PatchParams/CC1
0x1009A0 (packed: 0x401320)=11              PatchParams Zone/block[3]/PatchParams/CC2
0x1009A1 (packed: 0x401321)=00              PatchParams Zone/block[3]/PatchParams/Chorus Level
0x1009A2 (packed: 0x401322)=28              PatchParams Zone/block[3]/PatchParams/Reverb Level
0x1009A3 (packed: 0x401323)=00              PatchParams Zone/block[3]/PatchParams/[0]/reserved
0x1009A4 (packed: 0x401324)=00              PatchParams Zone/block[3]/PatchParams/[1]/reserved
0x1009A5 (packed: 0x401325)=00              PatchParams Zone/block[3]/PatchParams/[2]/reserved
0x1009A6 (packed: 0x401326)=00              PatchParams Zone/block[3]/PatchParams/[3]/reserved
0x1009A7 (packed: 0x401327)=00              PatchParams Zone/block[3]/PatchParams/[4]/reserved
0x1009A8 (packed: 0x401328)=00              PatchParams Zone/block[3]/PatchParams/[5]/reserved
0x1009A9 (packed: 0x401329)=00              PatchParams Zone/block[3]/PatchParams/[6]/reserved
0x1009AA (packed: 0x40132A)=00              PatchParams Zone/block[3]/PatchParams/[7]/reserved
0x1009AB (packed: 0x40132B)=00              PatchParams Zone/block[3]/PatchParams/[8]/reserved
0x1009AC (packed: 0x40132C)=00              PatchParams Zone/block[3]/PatchParams/[9]/reserved
0x1009AD (packed: 0x40132D)=00              PatchParams Zone/block[3]/PatchParams/[10]/reserved
0x1009AE (packed: 0x40132E)=00              PatchParams Zone/block[3]/PatchParams/[11]/reserved
0x1009AF (packed: 0x40132F)=00              PatchParams Zone/block[3]/PatchParams/[12]/reserved
0x1009B0 (packed: 0x401330)=40              PatchParams Zone/block[3]/PatchParams/ToneParams/Vibrato Rate
0x1009B1 (packed: 0x401331)=40              PatchParams Zone/block[3]/PatchParams/ToneParams/Vibrato Depth
0x1009B2 (packed: 0x401332)=40              PatchParams Zone/block[3]/PatchParams/ToneParams/TVF Cutoff
0x1009B3 (packed: 0x401333)=40              PatchParams Zone/block[3]/PatchParams/ToneParams/TVF Resonance
0x1009B4 (packed: 0x401334)=40              PatchParams Zone/block[3]/PatchParams/ToneParams/Attack
0x1009B5 (packed: 0x401335)=40              PatchParams Zone/block[3]/PatchParams/ToneParams/Decay
0x1009B6 (packed: 0x401336)=40              PatchParams Zone/block[3]/PatchParams/ToneParams/Release
0x1009B7 (packed: 0x401337)=40              PatchParams Zone/block[3]/PatchParams/ToneParams/Vibrato Delay
0x1009B8 (packed: 0x401338)=00              PatchParams Zone/block[3]/PatchParams/[0]/reserved
0x1009B9 (packed: 0x401339)=00              PatchParams Zone/block[3]/PatchParams/[1]/reserved
0x1009BA (packed: 0x40133A)=00              PatchParams Zone/block[3]/PatchParams/[2]/reserved
0x1009BB (packed: 0x40133B)=00              PatchParams Zone/block[3]/PatchParams/[3]/reserved
0x1009BC (packed: 0x40133C)=00              PatchParams Zone/block[3]/PatchParams/[4]/reserved
0x1009BD (packed: 0x40133D)=00              PatchParams Zone/block[3]/PatchParams/[5]/reserved
0x1009BE (packed: 0x40133E)=00              PatchParams Zone/block[3]/PatchParams/[6]/reserved
0x1009BF (packed: 0x40133F)=00              PatchParams Zone/block[3]/PatchParams/[7]/reserved
0x1009C0 (packed: 0x401340)=404040404040404040404040 PatchParams Zone/block[3]/PatchParams/Fine Tune
0x100A00 (packed: 0x401400)=0000            PatchParams Zone/block[4]/PatchParams/Tone Command and Program Change
0x100A02 (packed: 0x401402)=03              PatchParams Zone/block[4]/PatchParams/Channel
0x100A03 (packed: 0x401403)=01 On           PatchParams Zone/block[4]/PatchParams/Rx Pitch Bend
0x100A04 (packed: 0x401404)=01 On           PatchParams Zone/block[4]/PatchParams/Rx Channel Aftertouch
0x100A05 (packed: 0x401405)=01 On           PatchParams Zone/block[4]/PatchParams/Rx Prorgram Change
0x100A06 (packed: 0x401406)=01 On           PatchParams Zone/block[4]/PatchParams/Rx Command Change
0x100A07 (packed: 0x401407)=01 On           PatchParams Zone/block[4]/PatchParams/Rx Polyphonic Aftertouch
0x100A08 (packed: 0x401408)=01 On           PatchParams Zone/block[4]/PatchParams/Rx Note Message
0x100A09 (packed: 0x401409)=01 On           PatchParams Zone/block[4]/PatchParams/Rx RPN
0x100A0A (packed: 0x40140A)=01 On           PatchParams Zone/block[4]/PatchParams/Rx NRPN
0x100A0B (packed: 0x40140B)=01 On           PatchParams Zone/block[4]/PatchParams/Rx Modulation
0x100A0C (packed: 0x40140C)=01 On           PatchParams Zone/block[4]/PatchParams/Rx Volume
0x100A0D (packed: 0x40140D)=01 On           PatchParams Zone/block[4]/PatchParams/Rx Panning
0x100A0E (packed: 0x40140E)=01 On           PatchParams Zone/block[4]/PatchParams/Rx Expression
0x100A0F (packed: 0x40140F)=01 On           PatchParams Zone/block[4]/PatchParams/Rx Sustain
0x100A10 (packed: 0x401410)=01 On           PatchParams Zone/block[4]/PatchParams/Rx Portamento
0x100A11 (packed: 0x401411)=01 On           PatchParams Zone/block[4]/PatchParams/Rx Sostenuto
0x100A12 (packed: 0x401412)=01 On           PatchParams Zone/block[4]/PatchParams/Rx Soft Pedal
0x100A13 (packed: 0x401413)=01              PatchParams Zone/block[4]/PatchParams/Mono Poly Mode
0x100A14 (packed: 0x401414)=01              PatchParams Zone/block[4]/PatchParams/Assignation Mode
0x100A15 (packed: 0x401415)=00              PatchParams Zone/block[4]/PatchParams/Drum Map
0x100A16 (packed: 0x401416)=40              PatchParams Zone/block[4]/PatchParams/Pitch Coarse
0x100A17 (packed: 0x401417)=0800            PatchParams Zone/block[4]/PatchParams/Pitch Fine
0x100A19 (packed: 0x401419)=64              PatchParams Zone/block[4]/PatchParams/Level
0x100A1A (packed: 0x40141A)=40              PatchParams Zone/block[4]/PatchParams/Velocity
0x100A1B (packed: 0x40141B)=40              PatchParams Zone/block[4]/PatchParams/Velocity Shift
0x100A1C (packed: 0x40141C)=40              PatchParams Zone/block[4]/PatchParams/Panning
0x100A1D (packed: 0x40141D)=00              PatchParams Zone/block[4]/PatchParams/Note range low
0x100A1E (packed: 0x40141E)=7F              PatchParams Zone/block[4]/PatchParams/Note range high
0x100A1F (packed: 0x40141F)=10              PatchParams Zone/block[4]/PatchParams/CC1
0x100A20 (packed: 0x401420)=11              PatchParams Zone/block[4]/PatchParams/CC2
0x100A21 (packed: 0x401421)=00              PatchParams Zone/block[4]/PatchParams/Chorus Level
0x100A22 (packed: 0x401422)=28              PatchParams Zone/block[4]/PatchParams/Reverb Level
0x100A23 (packed: 0x401423)=00              PatchParams Zone/block[4]/PatchParams/[0]/reserved
0x100A24 (packed: 0x401424)=00              PatchParams Zone/block[4]/PatchParams/[1]/reserved
0x100A25 (packed: 0x401425)=00              PatchParams Zone/block[4]/PatchParams/[2]/reserved
0x100A26 (packed: 0x401426)=00              PatchParams Zone/block[4]/PatchParams/[3]/reserved
0x100A27 (packed: 0x401427)=00              PatchParams Zone/block[4]/PatchParams/[4]/reserved
0x100A28 (packed: 0x401428)=00              PatchParams Zone/block[4]/PatchParams/[5]/reserved
0x100A29 (packed: 0x401429)=00              PatchParams Zone/block[4]/PatchParams/[6]/reserved
0x100A2A (packed: 0x40142A)=00              PatchParams Zone/block[4]/PatchParams/[7]/reserved
0x100A2B (packed: 0x40142B)=00              PatchParams Zone/block[4]/PatchParams/[8]/reserved
0x100A2C (packed: 0x40142C)=00              PatchParams Zone/block[4]/PatchParams/[9]/reserved
0x100A2D (packed: 0x40142D)=00              PatchParams Zone/block[4]/PatchParams/[10]/reserved
0x100A2E (packed: 0x40142E)=00              PatchParams Zone/block[4]/PatchParams/[11]/reserved
0x100A2F (packed: 0x40142F)=00              PatchParams Zone/block[4]/PatchParams/[12]/reserved
0x100A30 (packed: 0x401430)=40              PatchParams Zone/block[4]/PatchParams/ToneParams/Vibrato Rate
